Open,High,Low,Close,Adj Close,Volume,Date
107.07456970214844,110.71940612792969,105.52103424072266,108.50860595703125,65.78491973876953,8062254,2000-02-02
109.94264221191406,112.33269500732422,109.0463638305664,111.97418975830078,67.88593292236328,6499635,2000-02-03
112.98995971679688,113.22896575927734,109.76338195800781,110.54015350341797,67.01656341552734,5653944,2000-02-04
110.8986587524414,111.73518371582031,108.15009307861328,109.10611724853516,66.14717102050781,6045357,2000-02-07
111.79492950439453,113.76673126220703,111.07791900634766,113.58747863769531,68.9365234375,5715658,2000-02-08
113.76673126220703,114.48374938964844,111.85468292236328,112.21319580078125,68.10247039794922,5621936,2000-02-09
112.51194763183594,113.88623046875,111.73518371582031,113.88623046875,69.11784362792969,4651144,2000-02-10
113.82648468017578,114.18498992919922,109.52437591552734,110.3011474609375,66.94203186035156,6013872,2000-02-11
110.8986587524414,111.25717163085938,109.46463012695312,110.95841217041016,67.3409423828125,4753024,2000-02-14
110.77915954589844,112.27294158935547,108.86711120605469,111.97418975830078,67.9573974609375,5415665,2000-02-15
111.37667083740234,112.1534423828125,110.181640625,110.65965270996094,67.15962982177734,4149377,2000-02-16
111.37667083740234,113.64722442626953,110.65965270996094,111.61567687988281,67.73983764648438,5478425,2000-02-17
110.181640625,110.83891296386719,106.5965576171875,107.55258178710938,65.27393341064453,8026376,2000-02-18
107.07456970214844,108.4488525390625,103.96749877929688,106.11854553222656,64.40362548828125,8006921,2000-02-22
105.64053344726562,105.64053344726562,103.7284927368164,103.96749877929688,63.09811019897461,7777324,2000-02-23
104.0272445678711,106.11854553222656,103.42973327636719,105.64053344726562,64.11349487304688,9531152,2000-02-24
105.04302215576172,105.04302215576172,100.3226547241211,103.25048065185547,62.66297149658203,10786561,2000-02-25
100.0239028930664,101.81644439697266,99.36663818359375,99.9043960571289,60.63224411010742,8869975,2000-02-28
100.92017364501953,100.92017364501953,96.49856567382812,98.23136138916016,59.61688995361328,10967205,2000-02-29
97.51434326171875,100.86042022705078,95.66204833984375,95.84130096435547,58.16633224487305,11304959,2000-03-01
96.08030700683594,100.80066680908203,95.12428283691406,98.5898666381836,59.834449768066406,11707773,2000-03-02
102.53346252441406,105.16252136230469,101.39818572998047,103.25048065185547,62.66297149658203,10630289,2000-03-03
105.10277557373047,106.11854553222656,96.55831909179688,98.53011322021484,59.798160552978516,11241780,2000-03-06
101.33843231201172,102.2944564819336,97.21558380126953,98.4703598022461,59.76190185546875,10496715,2000-03-07
98.4703598022461,102.1749496459961,98.23136138916016,101.57743835449219,61.64760971069336,8761714,2000-03-08
101.81644439697266,103.25048065185547,99.54589080810547,103.25048065185547,62.66297149658203,6625469,2000-03-09
102.8919677734375,104.20649719238281,100.38240814208984,100.62141418457031,61.0673942565918,7419487,2000-03-10
99.42638397216797,104.20649719238281,97.99235534667969,102.95172119140625,62.48164367675781,8233066,2000-03-13
103.011474609375,105.16252136230469,102.65296173095703,103.84799194335938,63.025630950927734,8340490,2000-03-14
