Open,High,Low,Close,Adj Close,Volume,Date
49.75,50.0,47.4900016784668,48.47999954223633,45.27007293701172,587100,2013-11-18
48.9900016784668,49.0,45.29999923706055,45.79999923706055,42.76750946044922,1682000,2013-11-19
45.97999954223633,46.0,43.9900016784668,44.650001525878906,41.693660736083984,1106900,2013-11-20
44.5,45.150001525878906,43.040000915527344,43.790000915527344,40.89059829711914,730200,2013-11-21
43.900001525878906,44.099998474121094,43.25,43.9900016784668,41.077369689941406,947600,2013-11-22
44.279998779296875,45.619998931884766,43.70000076293945,44.18000030517578,41.25477600097656,727300,2013-11-25
45.0,45.0,43.040000915527344,43.20000076293945,40.33967208862305,873700,2013-11-26
43.54999923706055,43.54999923706055,42.5,43.2400016784668,40.377017974853516,1153300,2013-11-27
42.75,43.849998474121094,42.75,43.2400016784668,40.377017974853516,949900,2013-11-29
43.08000183105469,43.66999816894531,41.52000045776367,43.13999938964844,40.283634185791016,5130700,2013-12-02
42.79999923706055,44.849998474121094,42.70000076293945,42.900001525878906,40.05952453613281,3239300,2013-12-03
42.43000030517578,42.61000061035156,41.650001525878906,41.83000183105469,39.06037521362305,2777700,2013-12-04
42.279998779296875,42.279998779296875,40.630001068115234,41.04999923706055,38.33201217651367,3380500,2013-12-05
40.75,41.060001373291016,40.63999938964844,40.70000076293945,38.00519943237305,4662300,2013-12-06
40.70000076293945,41.27000045776367,40.2400016784668,41.18000030517578,38.45341873168945,3074000,2013-12-09
41.06999969482422,42.84000015258789,41.040000915527344,42.560001373291016,39.74203872680664,3289400,2013-12-10
42.31999969482422,43.02000045776367,42.0,42.459999084472656,39.648651123046875,3367300,2013-12-11
42.0099983215332,43.099998474121094,42.0,42.970001220703125,40.12489700317383,1770500,2013-12-12
42.91999816894531,43.79999923706055,42.91999816894531,43.25,40.3863410949707,683800,2013-12-13
43.0099983215332,43.9900016784668,42.11000061035156,43.689998626708984,40.79720687866211,1953900,2013-12-16
43.43000030517578,44.0,43.15999984741211,43.75,40.85325241088867,1396700,2013-12-17
43.650001525878906,44.5,43.099998474121094,44.27000045776367,41.33881378173828,1225200,2013-12-18
43.959999084472656,44.5,43.81999969482422,44.45000076293945,41.50689697265625,593000,2013-12-19
44.29999923706055,44.45000076293945,43.90999984741211,44.2599983215332,41.32947540283203,2878600,2013-12-20
44.16999816894531,44.849998474121094,43.54999923706055,44.650001525878906,41.693660736083984,773600,2013-12-23
44.7599983215332,45.02000045776367,44.25,44.58000183105469,41.6282844543457,304700,2013-12-24
44.86000061035156,45.0099983215332,44.439998626708984,44.70000076293945,41.740360260009766,513200,2013-12-26
44.77000045776367,44.970001220703125,44.09000015258789,44.63999938964844,41.68430709838867,393300,2013-12-27
44.45000076293945,44.880001068115234,44.0,44.119998931884766,41.198753356933594,381500,2013-12-30
44.22999954223633,44.5,43.7599983215332,44.189998626708984,41.264122009277344,874200,2013-12-31
44.08000183105469,44.18000030517578,43.27000045776367,43.650001525878906,40.75986862182617,992900,2014-01-02
43.56999969482422,44.31999969482422,43.16999816894531,43.959999084472656,41.04935073852539,378400,2014-01-03
43.970001220703125,43.97999954223633,43.369998931884766,43.68000030517578,40.78788375854492,597800,2014-01-06
42.15999984741211,43.97999954223633,42.15999984741211,43.869998931884766,40.965301513671875,1371300,2014-01-07
44.02000045776367,44.36000061035156,43.400001525878906,43.880001068115234,40.974639892578125,1407100,2014-01-08
43.88999938964844,44.25,43.84000015258789,44.130001068115234,41.20808410644531,1093500,2014-01-09
44.16999816894531,46.08000183105469,44.02000045776367,45.72999954223633,42.702144622802734,2008600,2014-01-10
45.70000076293945,47.439998626708984,45.20000076293945,47.040000915527344,43.92540740966797,2278500,2014-01-13
47.15999984741211,47.88999938964844,46.90999984741211,47.79999923706055,44.63508987426758,2338200,2014-01-14
